date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:35	41434/41434	---M--	200	added ('OK')	image/png	date:Thu,%2020%20May%202021%2000:23:22%20GMT	https://live-tvs.shop/wp-content/uploads/2021/04/24x7-customer-support.png	C:/Users/pc/Desktop/site777/live-tvs.shop/wp-content/uploads/2021/04/24x7-customer-support.png	(from https://live-tvs.shop/?page_id=156)
18:24:38	105424/105424	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20May%202021%2000:23:22%20GMT	https://live-tvs.shop/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-15-at-00.12.36-647x1024.jpeg	C:/Users/pc/Desktop/site777/live-tvs.shop/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-15-at-00.12.36-647x1024.jpeg	(from https://live-tvs.shop/?page_id=156)
18:24:40	109156/109156	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20May%202021%2000:23:22%20GMT	https://live-tvs.shop/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-15-at-00.11.43-650x1024.jpeg	C:/Users/pc/Desktop/site777/live-tvs.shop/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-15-at-00.11.43-650x1024.jpeg	(from https://live-tvs.shop/?page_id=156)
18:24:43	88594/88594	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20May%202021%2000:23:22%20GMT	https://live-tvs.shop/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-15-at-00.10.52-646x1024.jpeg	C:/Users/pc/Desktop/site777/live-tvs.shop/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-15-at-00.10.52-646x1024.jpeg	(from https://live-tvs.shop/?page_id=156)
18:25:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20May%202021%2017:24:31%20GMT	https://live-tvs.shop/?p=156	C:/Users/pc/Desktop/site777/live-tvs.shop/indexd1a7.html	(from https://live-tvs.shop/?page_id=156)
18:25:02	2335/2335	---M-Z	200	added ('OK')	text/xml	date:Thu,%2027%20May%202021%2017:24:32%20GMT	https://live-tvs.shop/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Flive-tvs.shop%2F%3Fpage_id%3D156&format=xml	C:/Users/pc/Desktop/site777/live-tvs.shop/indexb31d.php	(from https://live-tvs.shop/?page_id=156)
18:25:03	2254/2254	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20May%202021%2017:24:32%20GMT	https://live-tvs.shop/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Flive-tvs.shop%2F%3Fpage_id%3D156	C:/Users/pc/Desktop/site777/live-tvs.shop/index33f0.php	(from https://live-tvs.shop/?page_id=156)
18:25:05	31989/31989	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20May%202021%2017:25:02%20GMT	https://live-tvs.shop/index.php?rest_route=/wp/v2/pages/146	C:/Users/pc/Desktop/site777/live-tvs.shop/indexd062.php	(from https://live-tvs.shop/?page_id=146)
18:25:09	10220/10220	---M-Z	200	added ('OK')	text/css	date:Thu,%2020%20May%202021%2000:23:28%20GMT	https://live-tvs.shop/wp-content/uploads/elementor/css/post-146.css?ver=1621043553	C:/Users/pc/Desktop/site777/live-tvs.shop/wp-content/uploads/elementor/css/post-146c7f0.css	(from https://live-tvs.shop/?page_id=146)
18:25:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20May%202021%2017:25:03%20GMT	https://live-tvs.shop/?p=146	C:/Users/pc/Desktop/site777/live-tvs.shop/indexf488.html	(from https://live-tvs.shop/?page_id=146)
18:25:35	2254/2254	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20May%202021%2017:25:04%20GMT	https://live-tvs.shop/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Flive-tvs.shop%2F%3Fpage_id%3D146	C:/Users/pc/Desktop/site777/live-tvs.shop/index8bb7.php	(from https://live-tvs.shop/?page_id=146)
18:25:36	6299/6299	---M-Z	200	added ('OK')	text/css	date:Thu,%2020%20May%202021%2000:23:28%20GMT	https://live-tvs.shop/wp-content/uploads/elementor/css/post-170.css?ver=1621040958	C:/Users/pc/Desktop/site777/live-tvs.shop/wp-content/uploads/elementor/css/post-1709acf.css	(from https://live-tvs.shop/?page_id=170)
18:25:37	2335/2335	---M-Z	200	added ('OK')	text/xml	date:Thu,%2027%20May%202021%2017:25:07%20GMT	https://live-tvs.shop/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Flive-tvs.shop%2F%3Fpage_id%3D146&format=xml	C:/Users/pc/Desktop/site777/live-tvs.shop/index22bf.php	(from https://live-tvs.shop/?page_id=146)
18:25:38	30300/30300	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20May%202021%2017:25:35%20GMT	https://live-tvs.shop/index.php?rest_route=/wp/v2/pages/170	C:/Users/pc/Desktop/site777/live-tvs.shop/index988a.php	(from https://live-tvs.shop/?page_id=170)
18:26:05	5796/5796	---M-Z	200	added ('OK')	text/css	date:Sat,%2022%20May%202021%2021:05:34%20GMT	https://live-tvs.shop/wp-content/uploads/elementor/css/post-174.css?ver=1621717534	C:/Users/pc/Desktop/site777/live-tvs.shop/wp-content/uploads/elementor/css/post-17465e4.css	(from https://live-tvs.shop/?page_id=174)
18:26:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20May%202021%2017:25:36%20GMT	https://live-tvs.shop/?p=170	C:/Users/pc/Desktop/site777/live-tvs.shop/index5e74.html	(from https://live-tvs.shop/?page_id=170)
18:26:08	2254/2254	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20May%202021%2017:25:37%20GMT	https://live-tvs.shop/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Flive-tvs.shop%2F%3Fpage_id%3D170	C:/Users/pc/Desktop/site777/live-tvs.shop/index6d73.php	(from https://live-tvs.shop/?page_id=170)
18:26:09	2335/2335	---M-Z	200	added ('OK')	text/xml	date:Thu,%2027%20May%202021%2017:25:38%20GMT	https://live-tvs.shop/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Flive-tvs.shop%2F%3Fpage_id%3D170&format=xml	C:/Users/pc/Desktop/site777/live-tvs.shop/index582d.php	(from https://live-tvs.shop/?page_id=170)
18:26:09	30722/30722	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20May%202021%2017:26:06%20GMT	https://live-tvs.shop/index.php?rest_route=/wp/v2/pages/174	C:/Users/pc/Desktop/site777/live-tvs.shop/index8e0c.php	(from https://live-tvs.shop/?page_id=174)
18:26:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20May%202021%2017:26:07%20GMT	https://live-tvs.shop/?p=174	C:/Users/pc/Desktop/site777/live-tvs.shop/index0325.html	(from https://live-tvs.shop/?page_id=174)
18:26:10	2257/2257	---MC-	200	added ('OK')	application/json	date:Thu,%2027%20May%202021%2017:26:09%20GMT	https://live-tvs.shop/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Flive-tvs.shop%2F%3Fpage_id%3D174	C:/Users/pc/Desktop/site777/live-tvs.shop/index1c5a.php	(from https://live-tvs.shop/?page_id=174)
18:26:10	2338/2338	---M-Z	200	added ('OK')	text/xml	date:Thu,%2027%20May%202021%2017:26:10%20GMT	https://live-tvs.shop/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Flive-tvs.shop%2F%3Fpage_id%3D174&format=xml	C:/Users/pc/Desktop/site777/live-tvs.shop/index059a.php	(from https://live-tvs.shop/?page_id=174)
